,id_food,nutriscore_grade,random_users_id,random_users_ratings
6502,42201,c,5,1
6503,43458,c,7,1
6504,44920,d,5,1
6505,45749,d,2,1
6506,45978,d,3,4
6507,46028,a,2,2
6508,46371,d,6,1
6509,47607,c,2,4
6510,48059,c,2,4
6511,48320,c,2,3
6512,49285,c,6,4
6513,49417,d,9,3
6514,51075,c,6,3
6515,51140,d,5,4
6516,45680,b,3,4
6517,21489,a,2,4
6518,25391,a,9,1
6519,34355,a,6,3
6520,38284,a,3,3
6521,42012,a,1,1
6522,50917,a,2,2
6523,24430,d,5,4
6524,38202,e,4,1
6525,49421,b,6,3
6526,2045,a,9,3
6527,4497,a,1,3
6528,21612,a,3,3
6529,36389,a,9,1
6530,38280,b,5,1
6531,40521,b,3,4
6532,42478,a,2,1
6533,51735,c,1,1
6534,21099,a,3,1
6535,28217,a,6,1
6536,30714,a,5,3
6537,33218,a,9,2
6538,34334,c,7,2
6539,40481,c,2,3
6540,3510,b,5,1
6541,8486,d,7,1
6542,15217,c,4,1
6543,16814,d,8,1
6544,20266,c,9,2
6545,20275,d,1,1
6546,22056,d,9,1
6547,22220,b,7,3
6548,25556,c,4,1
6549,26859,d,1,1
6550,30909,c,5,3
6551,33143,a,8,1
6552,36449,c,7,2
6553,36665,b,6,4
6554,38929,c,3,1
6555,39925,d,1,4
6556,40865,c,9,4
6557,46699,c,8,3
6558,47395,c,5,4
6559,49554,c,5,3
6560,50668,c,2,3
6561,16663,c,2,4
6562,3006,c,3,3
6563,3018,c,7,1
6564,6365,b,1,3
6565,6366,d,5,1
6566,9385,d,9,3
6567,9724,c,1,3
6568,15188,d,2,4
6569,15242,d,4,1
6570,15954,c,5,4
6571,16555,a,9,3
6572,16598,c,5,4
6573,16823,c,1,1
6574,17883,b,6,3
6575,18677,b,2,3
6576,19623,d,2,1
6577,19864,c,8,2
6578,20066,b,1,3
6579,20071,b,7,3
6580,20248,d,6,4
6581,21186,d,6,4
6582,21381,b,1,1
6583,21736,c,5,1
6584,21810,d,4,2
6585,21811,d,5,4
6586,21963,a,8,4
6587,22336,c,1,2
6588,22340,c,3,3
6589,22342,c,1,2
6590,22343,c,6,4
6591,22344,c,2,2
6592,22386,e,4,4
6593,22398,b,1,3
6594,22849,c,2,4
6595,22898,c,1,3
6596,22900,b,7,4
6597,23538,c,9,3
6598,23548,c,1,4
6599,24240,c,1,4
6600,24396,c,4,1
6601,25282,b,4,4
6602,25632,d,9,1
6603,25798,d,6,4
6604,26072,e,4,3
6605,26670,c,5,2
6606,27646,d,3,1
6607,28159,d,9,2
6608,28184,b,7,1
6609,28276,c,2,1
6610,28408,d,7,3
6611,28409,d,3,4
6612,29077,b,8,1
6613,29130,b,5,2
6614,29139,b,7,4
6615,29326,d,2,3
6616,30508,c,4,1
6617,30980,d,5,1
6618,32636,b,5,2
6619,33160,c,5,4
6620,33241,c,1,2
6621,33723,b,6,4
6622,33819,b,8,1
6623,33943,c,2,3
6624,33986,d,7,1
6625,34273,c,5,3
6626,34479,b,8,1
6627,36395,c,7,3
6628,37053,c,5,4
6629,37086,c,1,4
6630,37273,b,6,3
6631,37942,d,8,3
6632,39577,d,4,1
6633,39742,e,7,3
6634,39858,c,1,1
6635,39954,c,5,2
6636,40213,c,7,3
6637,40252,d,5,1
6638,40253,d,8,1
6639,40850,d,5,3
6640,41242,c,4,4
6641,41466,d,6,4
6642,41551,b,3,2
6643,41911,c,2,4
6644,42332,c,8,4
6645,43018,d,4,2
6646,43023,d,4,4
6647,43308,b,8,2
6648,43637,d,6,4
6649,44871,a,5,1
6650,45020,b,7,3
6651,45598,c,3,1
6652,45599,c,5,4
6653,45741,e,4,1
6654,45850,d,1,2
6655,46081,d,2,3
6656,46300,c,3,2
6657,46373,c,9,4
6658,47675,c,6,4
6659,47944,a,9,2
6660,48672,b,2,2
6661,49326,d,9,4
6662,49933,b,3,4
6663,50006,c,6,3
6664,50192,c,3,4
6665,51004,d,1,3
6666,51547,b,4,2
6667,51582,a,6,2
6668,2534,c,1,1
6669,5469,a,3,1
6670,27485,a,6,1
6671,34767,b,7,2
6672,4122,d,6,2
6673,40694,a,3,3
6674,49390,d,2,3
6675,24419,e,9,3
6676,47354,e,3,4
6677,33480,d,7,4
6678,42660,b,8,2
6679,47138,b,6,4
6680,3030,c,6,3
6681,4610,b,7,4
6682,15408,b,1,2
6683,16170,c,3,1
6684,17630,b,4,3
6685,44859,a,5,3
6686,45506,c,8,1
6687,45834,a,4,3
6688,47049,b,1,3
6689,49205,c,6,4
6690,49697,b,9,4
6691,50879,c,8,2
6692,51484,b,9,4
6693,27335,a,6,4
6694,46083,d,2,1
6695,6923,e,1,1
6696,12097,a,4,1
6697,26747,e,3,4
6698,28550,e,8,3
6699,29122,e,2,3
6700,29272,e,2,1
6701,32968,e,1,4
6702,33612,e,5,4
6703,35207,e,8,4
6704,41529,e,2,1
6705,42270,e,1,4
6706,42922,a,4,1
6707,42929,a,1,4
6708,47241,e,9,3
6709,49538,e,1,4
6710,40491,d,4,1
6711,18784,d,7,1
6712,20212,a,9,4
6713,25079,a,5,4
6714,14203,d,7,1
6715,14763,d,6,4
6716,17637,b,7,2
6717,18051,c,5,3
6718,31090,d,7,2
6719,1568,d,4,2
6720,13452,a,1,1
6721,15560,a,5,2
6722,18030,a,9,3
6723,21791,a,7,2
6724,21796,a,1,3
6725,22493,a,3,1
6726,22763,a,9,2
6727,22777,a,5,4
6728,22824,a,8,4
6729,23137,d,8,4
6730,23808,c,4,4
6731,25263,a,1,2
6732,29996,a,9,1
6733,30888,a,6,3
6734,32543,a,6,1
6735,32934,b,6,2
6736,33150,a,4,1
6737,33317,a,5,3
6738,36941,a,3,4
6739,39147,b,7,3
6740,39404,b,4,4
6741,39426,a,2,1
6742,39646,a,7,3
6743,40077,a,5,2
6744,41908,c,1,2
6745,49831,a,2,1
6746,50895,a,8,4
6747,51085,a,7,1
6748,36995,a,2,1
6749,47621,a,4,3
6750,4549,d,9,2
6751,4559,c,9,3
6752,4679,c,6,4
6753,7225,d,2,4
6754,15173,b,2,4
6755,15348,d,6,4
6756,15950,d,9,2
6757,16371,c,7,3
6758,16757,c,7,4
6759,16825,d,2,4
6760,18080,c,7,3
6761,21978,b,8,1
6762,22334,d,4,2
6763,22455,e,4,1
6764,22747,a,1,3
6765,23547,d,1,1
6766,23551,b,8,3
6767,24243,b,1,2
6768,24426,c,5,2
6769,26671,d,6,1
6770,26852,b,1,1
6771,28158,c,8,2
6772,28838,b,1,1
6773,29960,c,4,3
6774,29982,d,8,4
6775,30507,c,4,4
6776,30979,d,8,4
6777,32047,c,4,2
6778,32546,a,7,3
6779,32921,c,3,3
6780,33989,d,3,3
6781,34621,c,9,4
6782,37621,d,1,4
6783,39338,c,4,1
6784,40250,d,6,2
6785,43011,b,2,1
6786,43025,b,4,4
6787,44980,e,8,3
6788,45481,a,2,3
6789,45587,a,2,1
6790,45597,d,3,1
6791,45619,c,6,2
6792,45647,e,5,1
6793,45815,b,8,3
6794,46024,a,8,1
6795,47273,c,4,3
6796,47458,c,3,1
6797,50342,b,4,1
6798,51005,c,2,3
6799,51485,a,3,4
6800,26575,e,3,3
6801,44989,b,4,1
6802,5846,d,4,2
6803,2292,c,4,3
6804,2846,b,5,4
6805,4313,e,5,4
6806,4543,b,5,2
6807,4588,c,2,3
6808,10932,c,8,2
6809,12401,e,4,2
6810,14749,a,5,3
6811,15216,a,8,1
6812,15955,b,8,2
6813,16343,c,9,3
6814,16824,b,8,3
6815,21095,c,5,3
6816,22335,d,7,2
6817,22851,c,5,3
6818,23514,d,8,4
6819,25288,c,3,4
6820,26040,b,4,3
6821,27460,c,2,4
6822,29132,b,2,4
6823,30835,c,9,4
6824,30893,d,9,4
6825,30937,e,3,2
6826,31674,c,7,4
6827,31969,c,2,3
6828,32711,d,3,1
6829,33165,d,4,4
6830,33239,c,2,4
6831,39451,c,2,3
6832,39510,c,6,1
6833,39751,d,2,4
6834,39957,d,5,1
6835,43020,d,7,3
6836,45339,e,8,1
6837,45391,a,5,2
6838,45579,a,7,2
6839,45591,d,4,4
6840,45600,b,2,3
6841,46730,d,2,4
6842,47315,e,9,4
6843,47684,e,6,2
6844,48209,d,6,3
6845,48538,c,5,3
6846,48757,d,4,1
6847,48882,e,9,1
6848,49330,c,8,2
6849,2494,d,2,1
6850,36931,d,2,2
6851,26185,d,4,3
6852,31852,c,5,1
6853,20097,b,6,1
6854,21378,b,7,3
6855,22375,b,2,3
6856,24315,d,8,2
6857,24866,b,5,3
6858,28142,b,9,4
6859,29145,b,8,2
6860,34238,b,4,1
6861,34366,c,7,2
6862,34435,b,8,1
6863,35233,b,1,2
6864,36341,b,3,3
6865,37272,b,7,3
6866,42173,d,7,2
6867,42180,d,6,4
6868,43584,b,2,2
6869,45006,b,5,2
6870,45083,b,5,4
6871,46006,a,1,2
6872,46138,d,6,2
6873,46206,b,1,3
6874,46830,d,7,1
6875,47048,b,6,1
6876,49584,b,7,1
6877,49713,d,7,2
6878,49946,b,7,3
6879,21376,e,8,2
6880,23818,e,1,2
6881,23106,b,2,2
6882,23812,b,8,2
6883,27616,b,1,2
6884,32145,e,4,1
6885,39149,d,3,4
6886,39378,b,7,3
6887,39703,d,5,1
6888,15749,a,5,1
6889,28968,a,4,1
6890,45450,a,6,3
6891,47077,d,1,3
6892,1903,c,2,3
6893,17131,c,3,4
6894,21827,c,1,4
6895,23712,c,3,2
6896,27859,c,3,3
6897,28340,c,6,4
6898,30824,c,8,4
6899,33265,a,9,1
6900,33458,c,9,3
6901,34018,c,3,3
6902,39201,c,5,3
6903,42197,c,5,1
6904,42325,c,6,2
6905,42405,c,6,2
6906,43104,c,6,1
6907,43265,c,9,1
6908,43426,c,7,4
6909,43633,c,2,3
6910,43873,c,8,2
6911,44632,c,2,2
6912,25343,a,8,1
6913,4450,a,1,2
6914,25278,a,3,3
6915,26618,b,1,2
6916,30588,a,5,2
6917,34236,a,8,2
6918,37720,b,9,2
6919,48669,b,8,1
6920,3373,d,9,3
6921,15556,d,2,3
6922,18600,e,4,1
6923,19782,d,5,1
6924,20475,d,3,1
6925,22333,d,3,4
6926,22346,d,9,3
6927,24829,d,2,2
6928,26079,d,5,2
6929,26674,d,9,4
6930,27952,b,9,1
6931,28156,d,8,3
6932,28532,c,1,4
6933,29129,d,9,2
6934,29177,d,3,1
6935,33982,d,6,4
6936,34298,d,4,3
6937,35747,c,1,2
6938,42171,d,8,4
6939,43071,d,7,2
6940,45281,e,1,1
6941,45288,d,3,3
6942,45294,a,5,4
6943,45444,a,9,1
6944,45717,c,5,1
6945,48755,b,6,2
6946,49329,d,5,3
6947,49987,c,9,3
6948,51006,b,4,2
6949,22367,b,1,3
6950,38617,c,6,2
6951,34441,e,5,4
6952,17245,c,2,4
6953,18137,d,5,2
6954,22238,c,3,3
6955,29614,c,9,4
6956,48968,d,3,4
6957,50702,c,2,2
6958,3812,d,1,4
6959,30848,c,1,2
6960,30988,c,2,1
6961,3778,a,3,1
6962,3880,c,8,1
6963,45607,c,1,1
6964,17820,b,6,3
6965,41901,c,3,2
6966,16563,c,3,3
6967,31922,c,2,2
6968,49984,c,5,3
6969,17133,c,4,4
6970,15918,d,1,3
6971,36097,c,5,1
6972,23549,c,1,1
6973,23647,a,8,4
6974,42826,c,4,1
6975,45536,c,7,2
6976,46144,d,3,1
6977,21449,d,9,2
6978,19434,c,4,1
6979,31476,d,3,3
6980,1892,c,2,3
6981,1938,c,5,2
6982,3013,a,6,1
6983,7500,b,7,1
6984,15169,c,9,4
6985,15222,b,9,3
6986,15292,a,7,2
6987,15561,c,1,4
6988,16245,b,3,3
6989,16348,c,8,1
6990,16565,b,8,3
6991,16597,c,6,4
6992,16804,c,9,1
6993,16982,d,8,4
6994,17379,c,1,1
6995,18277,c,4,2
6996,18280,c,9,1
6997,18287,d,1,3
6998,19188,c,2,4
6999,19617,c,8,2
7000,19851,c,1,2
7001,19897,d,6,4
7002,19903,c,8,2
7003,19910,d,3,1
7004,19911,b,6,3
7005,19913,d,7,3
7006,20235,a,7,4
7007,20236,c,6,2
7008,20968,c,3,1
7009,21094,d,1,4
7010,21306,c,2,1
7011,21365,d,6,1
7012,21477,c,3,3
7013,21996,b,8,4
7014,22316,c,6,4
7015,22318,c,4,2
7016,22539,d,9,2
7017,22740,a,5,4
7018,22742,b,1,1
7019,23042,a,7,4
7020,23835,d,6,4
7021,23884,a,1,2
7022,23964,d,1,1
7023,24429,b,3,4
7024,24834,c,5,1
7025,26162,b,7,2
7026,26176,b,3,4
7027,26191,b,6,3
7028,26664,c,8,2
7029,26696,d,3,1
7030,26772,a,9,1
7031,27514,d,3,1
7032,27523,b,3,4
7033,27911,c,3,2
7034,28169,c,6,1
7035,28235,c,1,4
7036,28236,c,5,1
7037,28238,b,4,2
7038,28246,c,7,2
7039,28434,b,3,3
7040,28475,a,6,4
7041,28837,b,4,1
7042,29134,b,7,1
7043,29200,d,1,3
7044,30016,b,3,3
7045,30504,a,1,1
7046,30552,c,5,4
7047,30707,a,2,2
7048,31755,c,3,3
7049,31772,b,4,3
7050,31941,c,5,4
7051,32054,b,7,2
7052,32161,d,5,3
7053,32581,c,5,1
7054,32582,c,3,2
7055,32635,b,5,4
7056,32637,b,2,2
7057,32645,b,5,3
7058,32959,d,2,3
7059,33158,c,2,3
7060,33274,c,7,1
7061,33966,b,5,3
7062,33967,b,2,4
7063,33975,b,5,2
7064,34119,b,1,4
7065,34276,b,9,3
7066,34365,b,1,4
7067,37048,c,6,4
7068,37151,c,7,3
7069,38747,b,8,1
7070,38964,c,4,2
7071,39413,d,3,2
7072,40218,b,4,3
7073,40254,b,3,3
7074,40456,d,7,3
7075,41197,b,6,3
7076,41870,b,3,1
7077,41988,b,3,1
7078,43176,c,4,4
7079,43580,b,9,4
7080,43930,b,4,4
7081,45586,b,9,3
7082,47053,a,8,3
7083,47267,b,5,3
7084,47892,b,6,1
7085,48764,c,5,1
7086,48904,b,3,1
7087,49124,c,5,2
7088,49320,b,5,4
7089,49587,c,6,1
7090,50804,d,3,2
7091,51250,a,1,3
7092,22040,d,8,4
7093,17120,d,7,1
7094,22506,b,7,4
7095,27356,d,8,4
7096,45606,a,8,2
7097,51108,c,3,4
7098,17161,a,2,4
7099,29037,a,5,3
7100,4153,d,1,3
7101,14651,c,7,1
7102,36537,c,3,2
7103,48701,e,3,3
7104,21482,e,2,3
7105,16070,c,5,1
7106,16649,c,2,2
7107,27561,b,2,4
7108,32221,c,7,1
7109,32343,c,7,1
7110,37806,b,7,4
7111,38277,c,1,1
7112,39362,d,2,2
7113,40448,d,1,1
7114,42988,d,3,2
7115,43191,d,2,1
7116,44477,c,3,1
7117,45381,d,5,3
7118,48417,c,4,2
7119,48859,d,9,1
7120,50292,c,2,2
7121,51098,d,3,1
7122,16821,c,6,4
7123,17118,d,1,1
7124,44437,c,2,3
7125,44794,c,2,1
7126,45588,c,4,2
7127,14204,d,6,4
7128,16063,c,7,2
7129,16118,c,9,4
7130,20970,c,3,1
7131,22799,c,8,1
7132,24477,a,4,1
7133,25401,d,9,2
7134,48862,c,1,1
7135,49744,c,7,1
7136,51101,c,3,4
7137,33062,b,3,4
7138,34602,e,4,3
7139,20456,b,2,2
7140,36047,a,3,1
7141,42950,d,9,2
7142,48906,d,8,4
7143,36054,d,8,1
7144,2794,a,8,4
7145,25638,a,5,2
7146,26414,a,6,2
7147,9511,c,4,1
7148,44475,b,7,4
7149,44518,b,4,4
7150,15358,d,3,4
7151,26230,c,7,3
7152,22351,c,6,4
7153,45605,b,9,3
7154,46993,c,3,1
7155,27769,d,1,3
7156,34931,a,2,1
7157,39782,b,1,2
7158,4084,d,7,2
7159,4979,c,5,3
7160,5733,d,5,2
7161,18141,d,9,3
7162,20470,a,1,4
7163,20864,d,9,4
7164,22284,c,1,2
7165,25047,c,8,1
7166,25369,a,5,1
7167,26658,a,2,3
7168,26934,a,5,3
7169,33173,a,8,1
7170,42454,d,8,3
7171,47478,a,7,3
7172,48437,a,5,2
7173,49070,a,3,3
7174,23326,d,9,4
7175,34182,d,8,2
7176,38315,e,5,1
7177,47143,a,6,4
7178,15845,c,3,3
7179,46630,a,8,3
7180,1077,e,4,4
7181,2999,d,9,3
7182,20447,d,5,4
7183,18392,c,7,4
7184,18040,c,9,2
7185,7483,d,1,4
7186,46441,e,4,1
7187,4341,d,9,2
7188,5817,b,2,1
7189,6177,d,2,4
7190,25775,c,2,2
7191,26366,d,2,3
7192,40754,a,3,1
7193,42131,d,4,1
7194,16614,c,4,4
7195,41044,b,1,1
7196,2102,d,9,3
7197,4316,c,2,3
7198,4539,c,5,1
7199,15980,d,9,2
7200,16810,b,6,2
7201,16818,c,1,2
7202,37056,c,3,3
7203,45603,c,7,1
7204,50747,c,8,3
7205,51002,c,6,3
7206,51564,c,8,1
7207,16817,d,3,1
7208,11906,c,1,1
7209,16812,c,6,3
7210,39461,b,8,4
7211,45602,c,9,2
7212,17376,d,6,3
7213,10400,b,8,3
7214,34041,c,2,3
7215,14205,c,4,4
7216,34071,a,2,3
7217,17130,c,6,1
7218,34158,d,9,2
7219,16259,e,4,1
7220,42541,d,1,2
7221,45216,e,8,4
7222,37538,a,9,4
7223,20232,d,5,1
7224,32388,c,5,3
7225,3673,b,1,4
7226,3793,b,1,3
7227,2613,a,2,4
7228,50196,a,5,4
7229,15356,b,7,4
7230,30379,d,9,3
7231,46874,d,7,1
7232,42326,c,2,3
7233,15020,c,1,3
7234,17342,c,5,1
7235,3852,a,8,4
7236,9999,a,4,4
7237,27215,d,7,3
7238,47493,e,8,2
7239,50224,a,8,2
7240,3960,d,5,4
7241,20432,d,3,4
7242,32174,a,3,2
7243,21476,b,1,1
7244,4302,d,9,1
7245,47068,e,6,1
7246,41625,d,1,2
7247,3691,a,5,4
7248,27820,b,3,1
7249,39116,a,7,4
7250,3742,a,5,2
7251,3966,c,9,2
7252,49907,a,8,3
7253,21205,b,5,3
7254,39829,d,4,4
7255,205,a,1,3
7256,243,b,6,4
7257,306,c,7,3
7258,395,e,6,4
7259,625,e,5,2
7260,716,e,9,3
7261,738,c,4,4
7262,938,a,8,1
7263,1651,a,6,1
7264,1963,e,5,3
7265,2177,a,6,3
7266,2367,d,1,4
7267,2390,a,7,4
7268,2408,e,4,1
7269,2480,a,3,4
7270,2509,a,5,1
7271,2514,a,3,1
7272,2537,b,2,3
7273,2538,d,4,1
7274,2789,a,7,4
7275,2796,a,8,1
7276,2965,a,3,2
7277,3237,a,8,2
7278,3297,e,7,3
7279,3399,c,8,1
7280,3501,e,6,1
7281,3685,a,5,3
7282,3725,a,2,1
7283,3738,c,5,2
7284,3768,a,2,4
7285,3801,b,2,2
7286,3805,a,4,2
7287,3813,a,6,2
7288,3826,b,2,2
7289,3829,d,1,4
7290,3838,a,3,3
7291,3858,d,5,3
7292,3875,b,1,4
7293,3878,b,6,1
7294,3940,a,7,1
7295,3943,b,5,1
7296,3950,e,2,1
7297,3951,d,7,2
7298,3954,d,7,4
7299,3956,d,7,2
7300,3957,e,5,2
7301,3972,e,7,2
7302,3981,c,2,2
7303,3988,c,3,4
7304,3999,b,6,4
7305,4017,d,9,4
7306,4088,d,1,2
7307,4107,d,6,3
7308,4110,d,6,3
7309,4269,d,1,1
7310,4323,e,1,1
7311,4324,e,8,1
7312,4332,d,2,2
7313,4338,a,6,3
7314,4346,d,9,3
7315,4360,a,5,3
7316,4362,a,4,4
7317,4363,a,8,1
7318,4891,a,7,1
7319,4941,a,1,3
7320,5047,b,1,4
7321,5166,a,3,1
7322,5281,c,4,4
7323,5307,d,5,1
7324,5387,e,5,3
7325,5391,b,4,1
7326,5447,a,5,2
7327,5448,a,5,2
7328,5449,c,5,2
7329,5820,e,7,4
7330,5835,a,8,4
7331,5841,b,6,4
7332,5974,d,2,3
7333,5996,d,8,3
7334,6007,b,9,4
7335,6358,b,9,2
7336,7130,c,9,3
7337,7695,a,3,4
7338,8089,a,1,2
7339,9270,c,1,2
7340,9331,a,8,1
7341,9350,a,6,2
7342,9747,a,3,4
7343,10571,a,2,4
7344,10652,c,8,4
7345,11157,c,7,1
7346,11341,d,3,3
7347,11347,d,6,3
7348,11894,b,3,1
7349,12406,c,5,4
7350,13442,a,4,1
7351,13487,b,9,2
7352,14391,d,4,3
7353,14639,d,7,3
7354,14943,a,5,4
7355,14944,a,3,4
7356,15162,c,3,3
7357,15323,b,5,3
7358,15353,b,7,2
7359,15360,b,9,1
7360,15361,c,7,3
7361,15680,a,8,4
7362,15699,e,2,4
7363,15722,a,4,4
7364,15737,a,6,3
7365,15903,d,3,4
7366,16020,a,3,4
7367,16056,a,8,4
7368,16574,e,4,1
7369,16575,e,9,2
7370,16578,e,5,1
7371,16863,b,2,2
7372,17078,d,7,2
7373,17080,d,3,4
7374,17086,c,2,1
7375,17156,b,2,2
7376,17714,e,7,2
7377,17768,b,7,4
7378,17770,c,4,2
7379,17799,b,5,2
7380,18037,a,2,3
7381,18758,b,1,4
7382,19319,b,4,1
7383,19638,d,3,4
7384,19771,c,8,3
7385,20229,b,1,1
7386,20345,a,1,1
7387,20381,c,9,2
7388,20414,c,4,1
7389,20421,a,9,3
7390,21299,e,6,2
7391,21366,b,1,3
7392,21849,a,7,1
7393,21853,e,6,1
7394,22054,d,8,2
7395,22057,d,4,2
7396,22813,a,3,4
7397,22829,a,2,4
7398,23430,a,9,4
7399,23490,c,7,4
7400,23677,b,4,1
7401,23822,e,7,4
7402,24345,d,3,3
7403,24365,a,1,3
7404,24417,b,9,2
7405,24530,a,1,4
7406,24780,c,9,2
7407,25445,d,2,2
7408,25462,a,1,3
7409,26016,a,3,4
7410,26087,e,5,4
7411,26088,d,6,3
7412,26202,a,1,3
7413,26283,a,9,1
7414,26600,a,9,2
7415,26601,a,5,4
7416,27040,b,2,3
7417,27059,a,4,3
7418,27103,d,1,4
7419,27107,a,4,1
7420,27350,c,7,4
7421,27382,a,1,2
7422,27417,a,3,2
7423,27683,a,7,3
7424,27729,c,9,3
7425,28111,c,5,2
7426,28140,a,3,3
7427,28195,a,4,3
7428,28196,a,7,3
7429,28247,a,9,4
7430,28381,a,5,1
7431,28397,d,2,3
7432,28890,a,4,3
7433,28920,a,7,4
7434,29221,e,9,1
7435,29570,c,3,4
7436,30003,d,1,4
7437,30323,c,8,4
7438,30444,a,6,3
7439,30698,a,1,3
7440,30878,a,2,3
7441,31101,a,1,2
7442,31355,a,7,3
7443,31408,a,4,3
7444,31616,b,9,3
7445,31635,c,8,4
7446,31833,a,1,2
7447,31834,b,6,1
7448,31911,a,2,4
7449,32062,b,4,3
7450,32197,a,9,1
7451,32240,a,7,3
7452,32287,a,9,3
7453,32389,c,7,4
7454,32444,a,4,3
7455,32469,a,6,1
7456,32484,a,1,3
7457,32490,a,1,1
7458,32552,a,4,4
7459,32682,a,4,4
7460,33146,a,3,1
7461,33221,e,3,3
7462,33225,e,5,1
7463,33279,d,7,1
7464,33513,a,5,4
7465,33719,c,4,2
7466,34016,a,9,3
7467,34124,a,7,1
7468,34361,a,9,3
7469,34560,d,9,4
7470,34686,a,1,4
7471,34815,e,4,1
7472,34878,a,4,1
7473,35035,c,5,3
7474,35054,e,6,1
7475,35518,a,5,1
7476,35539,c,4,3
7477,35547,c,9,4
7478,36251,c,4,2
7479,36598,b,1,1
7480,36822,e,3,4
7481,37066,a,2,1
7482,37457,b,1,1
7483,37582,a,1,4
7484,38373,b,5,2
7485,38809,c,4,4
7486,39387,a,6,4
7487,39393,a,6,1
7488,39425,a,6,1
7489,39622,b,5,4
7490,39632,c,8,2
7491,39717,b,7,2
7492,39814,e,6,1
7493,39834,d,7,2
7494,39950,a,1,2
7495,40122,a,1,3
7496,40262,a,2,3
7497,40565,a,6,1
7498,40693,e,4,1
7499,40724,a,8,4
7500,40727,b,8,1
7501,40839,e,6,2
7502,40857,d,7,3
7503,41067,a,2,4
7504,41096,d,8,3
7505,41098,b,9,2
7506,41795,c,5,1
7507,41799,d,1,4
7508,42283,a,8,4
7509,42568,d,1,4
7510,42607,c,3,2
7511,42614,a,2,4
7512,42670,a,9,1
7513,42677,c,8,3
7514,42680,a,5,4
7515,42747,d,1,3
7516,42789,b,1,3
7517,42895,a,9,2
7518,43100,a,1,4
7519,43188,c,7,3
7520,43203,a,5,2
7521,43357,d,4,1
7522,43363,a,9,4
7523,43392,a,1,3
7524,43448,a,3,4
7525,43805,c,3,4
7526,43807,a,5,2
7527,44323,a,6,3
7528,45469,a,5,2
7529,45942,d,8,4
7530,46131,e,7,3
7531,46139,b,4,3
7532,46593,a,6,1
7533,46597,a,1,4
7534,46627,a,2,2
7535,46870,d,1,2
7536,46940,c,2,2
7537,46953,c,8,1
7538,47093,c,3,4
7539,47157,d,2,4
7540,47162,e,2,2
7541,47186,d,7,1
7542,47272,a,6,3
7543,47459,a,3,1
7544,47480,a,3,3
7545,47667,c,7,2
7546,47763,a,7,4
7547,48116,a,9,3
7548,48161,a,2,3
7549,48176,c,3,4
7550,48214,a,2,4
7551,48346,d,1,2
7552,48565,e,4,3
7553,48730,a,7,2
7554,48772,b,7,1
7555,48773,e,2,1
7556,48807,d,3,4
7557,48984,a,5,1
7558,49261,a,2,4
7559,49751,a,3,4
7560,49800,b,1,1
7561,50105,d,4,1
7562,50133,a,9,1
7563,50530,a,9,4
7564,50645,e,4,3
7565,50763,a,2,2
7566,50994,c,7,2
7567,51018,c,1,3
7568,51043,a,9,3
7569,51061,a,8,4
7570,51392,a,3,1
7571,51534,b,4,2
7572,51560,c,7,2
7573,51565,b,1,4
7574,51847,c,5,2
7575,38357,e,9,4
7576,20435,d,2,3
7577,16910,c,1,1
7578,33529,b,2,3
7579,41750,e,9,1
7580,12962,d,9,4
7581,43898,c,9,1
7582,6216,e,8,2
7583,46822,d,3,1
7584,725,d,3,4
7585,19939,d,5,3
7586,24506,e,9,1
7587,25426,e,3,4
7588,39038,d,9,3
7589,47535,d,5,1
7590,49178,e,2,1
7591,49364,e,3,1
7592,22631,d,8,3
7593,23931,c,7,4
7594,15943,d,9,2
7595,47748,d,2,2
7596,3125,e,4,1
7597,31942,a,1,4
7598,34223,a,7,1
7599,49020,d,8,2
7600,50026,e,8,3
7601,46789,d,7,3
7602,2940,a,2,1
7603,4962,b,6,2
7604,14744,a,9,3
7605,19987,e,4,2
7606,25912,a,7,4
7607,34323,e,5,4
7608,31728,a,2,2
7609,37680,d,6,3
7610,14397,c,4,2
7611,22610,d,7,1
7612,49572,d,3,1
7613,659,e,5,3
7614,25790,e,1,1
7615,26877,d,5,2
7616,47956,d,5,1
7617,49996,e,3,1
7618,35477,e,9,4
7619,4102,d,3,2
7620,24473,d,1,1
7621,33614,d,1,1
7622,44514,d,7,4
7623,46128,c,8,4
7624,38032,d,6,3
7625,127,d,2,4
7626,8242,b,4,2
7627,11366,e,4,1
7628,26003,d,1,2
7629,36063,a,2,3
7630,40736,d,3,3
7631,690,b,8,3
7632,15820,c,4,4
7633,47094,d,6,3
7634,2285,c,2,3
7635,8951,b,8,1
7636,3588,d,6,3
7637,15557,d,2,4
7638,30646,b,1,4
7639,37160,d,7,3
7640,37644,e,8,2
7641,47678,d,8,2
7642,19919,d,9,3
7643,5455,b,6,4
7644,17742,b,4,4
7645,29712,a,8,4
7646,25703,d,5,3
7647,4455,d,6,3
7648,4930,c,6,3
7649,16472,d,4,1
7650,16617,d,4,1
7651,16719,c,8,2
7652,17891,d,3,2
7653,18009,d,1,4
7654,20075,d,1,4
7655,20092,d,4,3
7656,20284,c,7,3
7657,21433,d,1,3
7658,25173,d,2,3
7659,29232,d,2,2
7660,29240,d,8,2
7661,30629,d,9,4
7662,46578,b,7,3
7663,47483,d,7,1
7664,50061,d,2,2
7665,4694,a,7,4
7666,35389,a,9,2
