,Usuario,rating,id_food,nutriscore_grade
2614,2,1,17172,a
2615,2,1,22297,a
2616,2,4,43411,b
2617,2,1,32415,e
2618,2,3,41342,d
2619,2,3,3921,d
2620,2,3,33558,d
2621,2,3,19972,c
2622,2,3,16347,c
2623,2,3,39023,d
2624,2,1,47947,a
2625,2,3,9738,d
2626,2,3,47629,d
2627,2,4,36217,b
2628,2,4,47138,b
2629,2,3,35310,c
2630,2,3,27350,c
2631,2,3,51306,c
2632,2,1,34936,e
2633,2,3,46057,d
2634,2,3,26078,d
2635,2,3,13787,d
2636,2,3,4011,d
2637,2,3,8828,c
2638,2,3,37390,d
2639,2,3,40494,c
2640,2,3,49329,d
2641,2,3,46366,d
2642,2,4,27182,b
2643,2,3,12304,c
2644,2,4,36341,b
2645,2,3,37407,d
2646,2,3,41435,c
2647,2,1,14223,e
2648,2,3,4214,d
2649,2,4,33819,b
2650,2,1,45792,a
2651,2,4,25890,b
2652,2,4,17935,b
2653,2,1,31400,e
2654,2,1,39311,a
2655,2,3,39495,c
2656,2,4,36665,b
2657,2,3,17011,c
2658,2,3,41911,c
2659,2,1,48911,a
2660,2,3,32129,d
2661,2,3,21075,c
2662,2,3,37182,d
2663,2,1,41336,a
2664,2,3,33784,d
2665,2,1,45281,e
2666,2,1,49298,a
2667,2,3,1656,c
2668,2,1,30191,a
2669,2,1,30714,a
2670,2,1,32658,a
2671,2,3,18839,c
2672,2,3,28900,c
2673,2,1,16128,a
2674,2,3,23514,d
2675,2,3,27998,d
2676,2,3,35011,d
2677,2,3,37439,c
2678,2,3,3440,d
2679,2,4,35951,b
2680,2,3,31051,c
2681,2,1,6899,e
2682,2,4,37719,b
2683,2,3,32057,c
2684,2,3,18253,c
2685,2,1,35670,a
2686,2,4,28519,b
2687,2,1,45988,a
2688,2,4,24324,b
2689,2,4,39457,b
2690,2,1,45484,a
2691,2,3,24396,c
2692,2,3,39954,c
2693,2,1,32619,e
2694,2,1,4286,e
2695,2,3,24924,c
2696,2,3,34366,c
2697,2,4,49320,b
2698,2,1,20128,e
2699,2,3,4979,c
2700,2,4,26620,b
2701,2,4,9545,b
2702,2,3,21129,c
2703,2,3,15226,c
2704,2,3,35149,d
2705,2,1,5387,e
2706,2,3,28855,d
2707,2,4,4971,b
2708,2,3,547,c
2709,2,4,50488,b
2710,2,3,25274,d
2711,2,3,33950,c
2712,2,1,37940,a
2713,2,3,51255,d
2714,2,4,45020,b
2715,2,3,24942,c
2716,2,3,37472,d
2717,2,4,43580,b
2718,2,1,41499,e
2719,2,1,46189,e
2720,2,4,48718,b
2721,2,3,49041,c
2722,2,3,46053,d
2723,2,1,40991,e
2724,2,4,35451,b
2725,2,1,45821,a
2726,2,3,20281,c
2727,2,4,30067,b
2728,2,1,29080,a
2729,2,4,32486,b
2730,2,3,3255,c
2731,2,3,39947,c
2732,2,4,25711,b
2733,2,1,47272,a
2734,2,1,38209,e
2735,2,4,36435,b
2736,2,3,25704,c
2737,2,4,17621,b
2738,2,4,52120,b
2739,2,1,28925,a
2740,2,3,3973,d
2741,2,1,45972,e
2742,2,4,27078,b
2743,2,3,20620,d
2744,2,1,28563,a
2745,2,4,47052,b
2746,2,3,50036,d
2747,2,3,29530,c
2748,2,3,16598,c
2749,2,4,21303,b
2750,2,3,21433,d
2751,2,3,22403,c
2752,2,3,45099,c
2753,2,1,25839,e
2754,2,3,50704,d
2755,2,3,23028,d
2756,2,3,47678,d
2757,2,1,44368,a
2758,2,4,3194,b
2759,2,3,35861,c
2760,2,3,34510,c
2761,2,1,45888,a
2762,2,3,46796,c
2763,2,1,7987,a
2764,2,3,32626,d
2765,2,3,45942,d
2766,2,3,37650,d
2767,2,1,28777,e
2768,2,1,33612,e
2769,2,3,36897,c
2770,2,3,50795,c
2771,2,3,38401,d
2772,2,4,1883,b
2773,2,3,16983,d
2774,2,3,15376,c
2775,2,1,20512,a
2776,2,3,39074,c
2777,2,3,21186,d
2778,2,1,34236,a
2779,2,3,26331,d
2780,2,3,45092,c
2781,2,3,18040,c
2782,2,1,22990,e
2783,2,3,14473,d
2784,2,3,51307,d
2785,2,1,36083,e
2786,2,1,12841,e
2787,2,1,47672,a
2788,2,1,26292,a
2789,2,3,44769,c
2790,2,4,48574,b
2791,2,4,45909,b
2792,2,3,4142,c
2793,2,3,3005,c
2794,2,3,39858,c
2795,2,3,4846,c
2796,2,3,31384,c
2797,2,3,39337,d
2798,2,3,41366,c
2799,2,3,25293,d
2800,2,1,32470,a
2801,2,3,4128,d
2802,2,3,45398,d
2803,2,3,15766,d
2804,2,3,26696,d
2805,2,3,26357,c
2806,2,3,32160,c
2807,2,4,637,b
2808,2,4,35873,b
2809,2,4,6596,b
2810,2,3,46996,c
2811,2,3,3417,c
2812,2,3,5065,d
2813,2,1,44818,a
2814,2,3,20698,d
2815,2,3,14969,c
2816,2,3,5042,c
2817,2,4,24980,b
2818,2,3,40674,c
2819,2,4,45576,b
2820,2,3,3976,d
2821,2,3,50294,c
2822,2,1,42680,a
2823,2,3,45603,c
2824,2,3,18062,c
2825,2,1,27590,a
2826,2,1,4694,a
2827,2,3,49434,d
2828,2,3,45500,d
2829,2,1,15562,a
2830,2,1,44031,e
2831,2,1,8677,e
2832,2,1,30156,a
2833,2,3,20093,d
2834,2,3,31751,c
2835,2,1,28128,a
2836,2,3,24198,c
2837,2,3,16424,d
2838,2,1,35953,a
2839,2,4,26560,b
2840,2,1,52454,a
2841,2,3,10254,c
2842,2,1,25933,e
2843,2,3,49835,d
2844,2,3,3785,c
2845,2,3,3019,c
2846,2,1,14875,a
2847,2,3,13642,d
2848,2,3,5471,c
2849,2,1,38772,a
2850,2,3,49509,c
2851,2,3,9511,c
2852,2,1,45914,a
2853,2,4,18064,b
2854,2,1,2842,a
2855,2,3,40866,c
2856,2,4,35222,b
2857,2,3,42804,c
2858,2,3,22316,c
2859,2,3,33951,c
2860,2,3,28201,c
2861,2,4,17792,b
2862,2,1,22386,e
2863,2,3,22616,d
2864,2,1,26414,a
2865,2,1,18223,e
2866,2,1,26861,a
2867,2,3,4223,d
2868,2,3,29375,c
2869,2,3,13817,d
2870,2,1,14392,a
2871,2,3,49762,c
2872,2,3,2754,c
2873,2,3,19960,c
2874,2,3,45467,c
2875,2,1,21299,e
2876,2,3,5029,c
2877,2,1,11640,a
2878,2,3,49816,c
2879,2,3,20702,d
2880,2,1,4333,a
2881,2,4,17630,b
2882,2,3,7111,c
2883,2,1,3375,a
2884,2,3,12881,c
2885,2,1,28692,a
2886,2,3,43149,d
2887,2,3,24411,d
2888,2,3,23990,d
2889,2,1,25426,e
2890,2,3,4549,d
2891,2,3,48350,d
2892,2,1,33378,e
2893,2,4,22375,b
2894,2,1,26743,a
2895,2,1,30429,e
2896,2,3,11508,d
2897,2,1,39882,e
2898,2,3,45471,c
2899,2,1,20983,e
2900,2,3,45004,d
2901,2,3,39027,c
2902,2,4,31239,b
2903,2,3,32589,c
2904,2,1,37183,e
2905,2,1,33234,a
2906,2,3,6617,c
2907,2,3,36943,d
2908,2,1,19481,e
2909,2,1,45908,a
2910,2,4,49289,b
2911,2,1,35660,a
2912,2,1,21489,a
2913,2,3,39050,c
2914,2,4,2187,b
2915,2,4,30122,b
2916,2,3,26263,c
2917,2,4,14581,b
2918,2,3,34499,d
2919,2,3,28805,d
2920,2,3,4539,c
2921,2,4,28606,b
2922,2,3,20027,d
2923,2,3,15320,d
2924,2,4,23327,b
2925,2,1,23244,a
2926,2,1,19586,e
2927,2,3,21450,d
2928,2,1,2480,a
2929,2,4,11260,b
2930,2,1,6808,e
2931,2,1,25290,a
2932,2,3,22334,d
2933,2,3,13551,c
2934,2,3,25459,c
2935,2,4,46403,b
2936,2,4,34969,b
2937,2,3,25288,c
2938,2,3,8298,d
2939,2,4,45473,b
2940,2,1,25979,e
2941,2,4,51006,b
2942,2,4,45617,b
2943,2,3,46396,d
2944,2,3,49124,c
2945,2,3,46548,c
2946,2,3,28014,c
2947,2,3,22315,d
2948,2,3,15015,c
2949,2,4,37277,b
2950,2,1,47472,a
2951,2,1,30027,a
2952,2,4,46325,b
2953,2,1,14949,a
2954,2,3,50105,d
2955,2,3,25372,d
2956,2,3,20114,c
2957,2,4,23509,b
2958,2,3,49554,c
2959,2,3,51192,d
2960,2,3,51108,c
2961,2,1,50102,a
2962,2,4,22437,b
2963,2,3,37227,d
2964,2,3,25315,d
2965,2,4,25370,b
2966,2,3,48905,d
2967,2,3,51506,d
2968,2,3,29959,d
2969,2,3,25023,c
2970,2,1,22555,e
2971,2,3,46013,d
2972,2,1,46483,e
2973,2,1,35207,e
2974,2,1,16027,a
2975,2,4,24243,b
2976,2,4,35351,b
2977,2,3,24022,d
2978,2,1,31582,a
2979,2,4,690,b
2980,2,3,46567,c
2981,2,1,31692,a
2982,2,3,3704,d
2983,2,1,484,e
2984,2,1,26786,e
2985,2,1,15500,a
2986,2,1,9394,a
2987,2,4,48534,b
2988,2,4,32211,b
2989,2,1,3727,a
2990,2,3,23964,d
2991,2,3,38561,c
2992,2,3,49486,c
2993,2,3,3204,c
2994,2,4,41180,b
2995,2,3,32083,d
2996,2,3,2300,d
2997,2,3,47055,c
2998,2,3,42951,c
2999,2,3,38539,c
3000,2,3,23445,d
3001,2,1,38766,e
3002,2,3,50874,c
3003,2,1,51305,e
3004,2,1,14928,e
3005,2,3,38790,c
3006,2,1,2059,a
3007,2,1,4311,e
3008,2,3,35999,d
3009,2,3,14203,d
3010,2,3,45978,d
3011,2,4,31569,b
3012,2,3,42988,d
3013,2,3,24382,c
3014,2,1,49831,a
3015,2,3,45931,c
3016,2,3,4115,d
3017,2,4,49797,b
3018,2,3,30600,d
3019,2,3,16614,c
3020,2,1,45632,a
3021,2,1,22972,a
3022,2,4,49290,b
3023,2,3,39564,d
3024,2,1,29030,a
3025,2,4,25431,b
3026,2,1,47259,e
3027,2,4,47110,b
3028,2,3,31922,c
3029,2,3,15971,d
3030,2,4,24638,b
3031,2,3,38488,c
3032,2,1,22991,a
3033,2,1,36047,a
3034,2,3,43042,d
3035,2,3,31617,d
3036,2,1,50877,e
3037,2,1,21642,e
3038,2,3,35743,d
3039,2,3,36362,c
3040,2,3,52341,d
3041,2,3,1461,c
3042,2,4,34365,b
3043,2,1,34571,e
3044,2,1,36086,a
3045,2,4,26558,b
3046,2,4,35449,b
3047,2,3,46802,c
3048,2,3,15809,d
3049,2,3,19967,c
3050,2,1,44323,a
3051,2,3,36199,c
3052,2,3,33239,c
3053,2,3,35543,d
3054,2,3,18277,c
3055,2,3,15634,d
3056,2,4,27461,b
3057,2,3,5008,c
3058,2,1,28878,a
3059,2,3,30693,c
3060,2,3,15290,d
3061,2,4,34012,b
3062,2,4,43552,b
3063,2,1,48730,a
3064,2,1,32001,a
3065,2,3,41949,c
3066,2,4,28710,b
3067,2,3,19851,c
3068,2,3,37835,c
3069,2,1,20513,e
3070,2,3,45596,c
3071,2,3,48517,d
3072,2,1,48839,a
3073,2,3,21040,d
3074,2,3,6595,c
3075,2,4,43930,b
3076,2,3,26671,d
3077,2,1,13277,e
3078,2,3,16400,d
3079,2,3,4347,d
3080,2,4,26614,b
3081,2,3,21813,c
3082,2,3,29034,d
3083,2,1,37442,e
3084,2,1,34598,e
3085,2,1,4948,a
3086,2,3,48859,d
3087,2,3,14953,d
3088,2,1,30923,a
3089,2,1,26203,a
3090,2,3,30909,c
3091,2,3,34401,c
3092,2,3,44761,d
3093,2,1,42655,e
3094,2,4,37694,b
3095,2,4,33469,b
3096,2,1,565,e
3097,2,4,2699,b
3098,2,4,21229,b
3099,2,3,48875,d
3100,2,3,24504,c
3101,2,1,20212,a
3102,2,4,26053,b
3103,2,3,36509,c
3104,2,3,4892,d
3105,2,3,46542,d
3106,2,1,45475,a
3107,2,4,25439,b
3108,2,4,1314,b
3109,2,1,24009,a
3110,2,1,32496,a
3111,2,3,32029,d
3112,2,3,2561,d
3113,2,3,30520,c
3114,2,1,24256,e
3115,2,3,45000,c
3116,2,4,33723,b
3117,2,1,45741,e
3118,2,3,4025,d
3119,2,3,18291,d
3120,2,1,38681,a
3121,2,4,16862,b
3122,2,1,39558,e
3123,2,4,50390,b
3124,2,4,30646,b
3125,2,3,12129,c
3126,2,4,5030,b
3127,2,3,18917,c
3128,2,4,27263,b
3129,2,1,36063,a
3130,2,3,41810,d
3131,2,1,16020,a
3132,2,1,14323,e
3133,2,1,48699,e
3134,2,3,26088,d
3135,2,3,15864,c
3136,2,1,36438,e
3137,2,3,50136,d
3138,2,1,8459,a
3139,2,1,22889,a
3140,2,4,2186,b
3141,2,4,49800,b
3142,2,3,21811,d
3143,2,3,46789,d
3144,2,3,47622,d
3145,2,4,29134,b
3146,2,3,40228,c
3147,2,1,15378,a
3148,2,1,24965,a
3149,2,3,20431,d
3150,2,3,18214,d
3151,2,1,36985,a
3152,2,3,2169,c
3153,2,1,33435,e
3154,2,1,4878,a
3155,2,1,34258,e
3156,2,1,50794,a
3157,2,4,46238,b
3158,2,1,34854,a
3159,2,3,28689,d
3160,2,3,15856,c
3161,2,3,11158,c
3162,2,3,40416,d
3163,2,3,10025,d
3164,2,3,24523,c
3165,2,3,15151,d
3166,2,3,44477,c
3167,2,3,17853,d
3168,2,3,16804,c
3169,2,1,8111,e
3170,2,4,31301,b
3171,2,3,3006,c
3172,2,3,26451,c
3173,2,1,49820,e
3174,2,1,30370,e
3175,2,3,35982,c
3176,2,3,50632,d
3177,2,3,47059,c
3178,2,3,15470,d
3179,2,3,45194,d
3180,2,4,47582,b
3181,2,1,46044,e
3182,2,1,10571,a
3183,2,3,20711,d
3184,2,3,6629,c
3185,2,1,30054,a
3186,2,3,47675,c
3187,2,3,23987,c
3188,2,4,33529,b
3189,2,4,31300,b
3190,2,4,34215,b
3191,2,4,45904,b
3192,2,3,49018,d
3193,2,3,51938,d
3194,2,3,3954,d
3195,2,1,39520,e
3196,2,4,34669,b
3197,2,3,40736,d
3198,2,1,51135,a
3199,2,3,17080,d
3200,2,3,35748,c
3201,2,3,45537,d
3202,2,3,29551,d
3203,2,3,40165,c
3204,2,4,9106,b
3205,2,1,4658,a
3206,2,4,45926,b
3207,2,3,2285,c
3208,2,4,46100,b
3209,2,1,21010,e
3210,2,1,45824,e
3211,2,3,21263,d
3212,2,3,31847,d
3213,2,3,46784,c
3214,2,1,39257,e
3215,2,3,32698,d
3216,2,1,21046,e
3217,2,4,1896,b
3218,2,1,40563,a
3219,2,4,48936,b
3220,2,4,37631,b
3221,2,3,30988,c
3222,2,1,33221,e
3223,2,1,45489,a
3224,2,4,20245,b
3225,2,4,18750,b
3226,2,3,44514,d
3227,2,1,45569,e
3228,2,3,16645,c
3229,2,3,31983,c
3230,2,1,32043,a
3231,2,3,522,d
3232,2,4,18849,b
3233,2,3,12201,d
3234,2,3,46495,c
3235,2,1,37068,a
3236,2,3,46721,c
3237,2,3,24956,c
3238,2,1,18114,e
3239,2,3,52125,c
3240,2,4,41098,b
3241,2,1,39627,a
3242,2,1,43483,e
3243,2,1,26871,e
3244,2,4,46068,b
3245,2,3,47091,c
3246,2,3,34116,c
3247,2,3,4076,d
3248,2,3,46687,c
3249,2,3,5677,d
3250,2,1,20470,a
3251,2,4,27444,b
3252,2,3,48059,c
3253,2,3,46716,d
3254,2,4,16493,b
3255,2,1,24839,a
3256,2,3,36003,d
3257,2,4,6758,b
3258,2,3,24277,c
3259,2,3,28686,d
3260,2,3,8820,d
3261,2,1,41759,a
3262,2,3,39989,c
3263,2,3,13639,c
3264,2,1,28600,e
3265,2,1,50530,a
3266,2,3,16115,c
3267,2,1,35535,e
3268,2,3,51195,d
3269,2,1,36247,a
3270,2,4,23613,b
3271,2,1,36983,a
3272,2,1,19475,e
3273,2,1,27681,a
3274,2,1,26243,a
3275,2,1,45517,e
3276,2,3,47158,c
3277,2,3,22231,c
3278,2,3,31030,d
3279,2,3,5423,d
3280,2,4,46317,b
3281,2,1,25343,a
3282,2,3,39549,d
3283,2,3,45593,d
3284,2,3,31631,d
3285,2,1,8172,e
3286,2,3,21440,c
3287,2,1,33853,a
3288,2,3,50126,d
3289,2,3,45560,d
3290,2,3,43207,d
3291,2,4,22468,b
3292,2,1,3941,e
3293,2,3,50582,c
3294,2,4,11363,b
3295,2,3,19926,d
3296,2,1,40244,a
3297,2,3,4049,d
3298,2,1,47938,e
3299,2,3,46360,d
3300,2,4,45777,b
3301,2,3,47667,c
3302,2,1,51198,a
3303,2,3,37224,d
3304,2,1,23823,e
3305,2,1,30044,a
3306,2,3,49169,c
3307,2,1,13339,e
3308,2,4,4863,b
3309,2,3,5397,d
3310,2,3,18689,d
3311,2,4,43025,b
3312,2,3,48223,d
3313,2,1,29310,a
3314,2,1,44864,a
3315,2,4,20464,b
3316,2,3,42711,c
3317,2,3,49525,d
3318,2,3,40191,d
3319,2,3,12915,c
3320,2,3,20475,d
3321,2,3,20047,d
3322,2,3,24346,d
3323,2,1,42431,a
3324,2,1,39277,e
3325,2,3,31409,d
3326,2,3,101,d
3327,2,1,2434,a
3328,2,3,2887,d
3329,2,1,22256,a
3330,2,1,31725,a
3331,2,3,42625,c
3332,2,4,38955,b
3333,2,1,46477,e
3334,2,4,43292,b
3335,2,3,43637,d
3336,2,3,24847,c
3337,2,1,37552,e
3338,2,3,43917,c
3339,2,3,42541,d
3340,2,3,21810,d
3341,2,4,48076,b
3342,2,3,2494,d
3343,2,3,40038,d
3344,2,3,37099,d
3345,2,3,37394,c
3346,2,1,48116,a
3347,2,1,34870,e
3348,2,3,5512,c
3349,2,1,48555,a
3350,2,3,47807,c
3351,2,3,37062,c
3352,2,1,20500,a
3353,2,3,4365,d
3354,2,4,41654,b
3355,2,3,51092,c
3356,2,4,35629,b
3357,2,1,45303,e
3358,2,1,22769,a
3359,2,3,14170,d
3360,2,3,51529,c
3361,2,1,45448,a
3362,2,4,3671,b
3363,2,3,5987,c
3364,2,1,32775,a
3365,2,1,51398,a
3366,2,3,47377,c
3367,2,4,49697,b
3368,2,4,24456,b
3369,2,3,51914,c
3370,2,4,23684,b
3371,2,1,35115,a
3372,2,1,34628,a
3373,2,3,45400,d
3374,2,3,38617,c
3375,2,3,5245,d
3376,2,1,46627,a
3377,2,3,51026,d
3378,2,4,41176,b
3379,2,3,25854,d
3380,2,1,46383,a
3381,2,3,44888,c
3382,2,1,27603,a
3383,2,1,33849,a
3384,2,1,51543,a
3385,2,3,44776,c
3386,2,4,23559,b
3387,2,4,33959,b
3388,2,3,43763,c
3389,2,1,37188,a
3390,2,4,4655,b
3391,2,3,39595,c
3392,2,4,5672,b
3393,2,3,38265,c
3394,2,3,45152,d
3395,2,3,11653,d
3396,2,1,35099,e
3397,2,3,3262,c
3398,2,3,43197,c
3399,2,3,27758,c
3400,2,1,28131,e
3401,2,3,23956,c
3402,2,3,24901,c
3403,2,1,50895,a
3404,2,3,39222,d
3405,2,1,30974,e
3406,2,3,49350,d
3407,2,3,19939,d
3408,2,3,39991,c
3409,2,3,20933,d
3410,2,4,48669,b
3411,2,3,34135,c
3412,2,3,3451,d
3413,2,3,47206,c
3414,2,1,36351,e
3415,2,1,26029,e
3416,2,1,14445,a
3417,2,4,51827,b
3418,2,1,24833,a
3419,2,3,25256,c
3420,2,1,12842,e
3421,2,1,39458,a
3422,2,1,35947,a
3423,2,3,10567,c
3424,2,3,24793,c
3425,2,1,45345,e
3426,2,3,44886,c
3427,2,3,35830,d
3428,2,4,19136,b
3429,2,3,35943,d
3430,2,1,3551,a
3431,2,1,20163,e
3432,2,4,38574,b
3433,2,3,19867,d
3434,2,4,33294,b
3435,2,3,27989,c
3436,2,3,47088,d
3437,2,4,36510,b
3438,2,3,49773,c
3439,2,3,39545,d
3440,2,4,19203,b
3441,2,4,45701,b
3442,2,1,32395,a
3443,2,3,24463,d
3444,2,3,17103,c
3445,2,3,24371,c
3446,2,3,4202,d
3447,2,1,41337,a
3448,2,3,20968,c
3449,2,1,48982,a
3450,2,1,21165,a
3451,2,3,8293,c
3452,2,1,21376,e
3453,2,3,17905,d
3454,2,3,28933,c
3455,2,3,31314,d
3456,2,3,41638,d
3457,2,3,32047,c
3458,2,4,48754,b
3459,2,1,2965,a
3460,2,3,30189,c
3461,2,1,26787,e
3462,2,3,47832,c
3463,2,1,46441,e
3464,2,4,22543,b
3465,2,4,48772,b
3466,2,1,45157,e
3467,2,3,43262,d
3468,2,1,40098,e
3469,2,1,1595,e
3470,2,1,2841,e
3471,2,3,26928,c
3472,2,3,21560,d
3473,2,1,47235,e
3474,2,1,51250,a
3475,2,3,27205,c
3476,2,4,15854,b
3477,2,1,28580,a
3478,2,3,23458,c
3479,2,3,39444,c
3480,2,3,22369,d
3481,2,1,25278,a
3482,2,4,40229,b
3483,2,3,48890,d
3484,2,1,45427,e
3485,2,1,9331,a
3486,2,3,22631,d
3487,2,3,29823,d
3488,2,1,40633,a
3489,2,3,27732,c
3490,2,3,48798,c
3491,2,4,49096,b
3492,2,3,21558,d
3493,2,3,1903,c
3494,2,1,50645,e
3495,2,1,16473,e
3496,2,4,3697,b
3497,2,1,5768,e
3498,2,4,16218,b
3499,2,1,25461,e
3500,2,1,3805,a
3501,2,3,48480,c
3502,2,3,15390,c
3503,2,3,3800,c
3504,2,1,34173,a
3505,2,4,16824,b
3506,2,3,12303,c
3507,2,3,47826,d
3508,2,3,34177,d
3509,2,3,1606,d
3510,2,1,36095,e
3511,2,3,49782,d
3512,2,3,25707,d
3513,2,1,46641,a
3514,2,1,48390,a
3515,2,1,5125,e
3516,2,4,21199,b
3517,2,3,24014,c
3518,2,3,20700,d
3519,2,3,42493,c
3520,2,1,4501,e
3521,2,3,7337,d
3522,2,1,4891,a
3523,2,3,49839,d
3524,2,3,4232,d
3525,2,4,30669,b
3526,2,1,46002,e
3527,2,1,26126,a
3528,2,1,43448,a
3529,2,3,2466,d
3530,2,3,47308,c
3531,2,3,24490,d
3532,2,1,21168,a
3533,2,1,40695,a
3534,2,3,32911,d
3535,2,3,50312,c
3536,2,4,31221,b
3537,2,3,28962,d
3538,2,1,46621,a
3539,2,1,41534,e
3540,2,1,12680,a
3541,2,1,15646,e
3542,2,3,49936,d
3543,2,3,16597,c
3544,2,3,35519,d
3545,2,1,22456,e
3546,2,3,36685,d
3547,2,1,45388,a
3548,2,1,20515,e
3549,2,3,46378,c
3550,2,3,47140,c
3551,2,3,42619,d
3552,2,1,48185,a
3553,2,3,50703,d
3554,2,4,27197,b
3555,2,1,45478,a
3556,2,3,20414,c
3557,2,1,510,e
3558,2,1,26023,a
3559,2,3,4617,d
3560,2,3,46220,c
3561,2,3,19662,c
3562,2,3,51610,d
3563,2,1,49556,e
3564,2,3,46246,c
3565,2,1,24472,e
3566,2,1,16209,e
3567,2,1,36161,a
3568,2,4,39695,b
3569,2,1,42675,a
3570,2,3,47421,d
3571,2,3,26509,d
3572,2,3,23530,d
3573,2,1,45587,a
3574,2,1,34759,e
3575,2,4,44744,b
3576,2,3,28662,c
3577,2,1,22740,a
3578,2,4,15346,b
3579,2,3,27981,d
3580,2,1,22444,e
3581,2,4,21204,b
3582,2,1,17547,e
3583,2,4,47218,b
3584,2,3,45407,c
3585,2,1,47058,a
3586,2,4,15720,b
3587,2,3,5724,c
3588,2,1,24787,a
3589,2,4,48433,b
3590,2,3,46338,c
3591,2,4,22469,b
3592,2,3,36493,c
3593,2,3,17347,c
3594,2,1,47992,a
3595,2,1,26632,a
3596,2,4,26662,b
3597,2,1,42422,e
3598,2,3,44857,c
3599,2,1,19084,e
3600,2,3,15950,d
3601,2,3,17569,c
3602,2,1,18600,e
3603,2,4,5659,b
3604,2,1,49722,e
3605,2,3,49028,d
3606,2,3,35211,c
3607,2,1,27685,a
3608,2,3,51470,c
3609,2,1,47525,e
3610,2,3,14397,c
3611,2,1,46678,e
3612,2,1,16056,a
3613,2,1,32120,a
3614,2,3,14814,c
3615,2,3,4346,d
3616,2,4,3137,b
3617,2,3,36743,d
3618,2,3,33165,d
3619,2,3,27290,c
3620,2,3,20266,c
3621,2,3,39905,d
3622,2,3,32563,c
3623,2,4,25302,b
3624,2,1,49581,a
3625,2,1,51417,a
3626,2,4,28184,b
3627,2,3,3588,d
3628,2,1,17067,a
3629,2,1,4364,a
3630,2,1,49069,a
3631,2,3,41102,d
3632,2,1,35513,a
3633,2,3,24731,d
3634,2,1,1651,a
3635,2,3,36296,c
3636,2,1,3721,a
3637,2,4,23651,b
3638,2,3,26768,d
3639,2,4,49121,b
3640,2,3,42607,c
3641,2,3,43938,d
3642,2,3,51005,c
3643,2,3,5703,d
3644,2,1,4497,a
3645,2,4,5766,b
3646,2,3,18811,c
3647,2,3,41069,d
3648,2,4,11328,b
3649,2,3,34561,d
3650,2,1,42516,a
3651,2,4,49990,b
3652,2,3,51340,c
3653,2,1,5134,e
3654,2,1,18440,a
3655,2,3,15341,c
3656,2,3,49875,d
3657,2,3,17086,c
3658,2,3,29250,d
3659,2,3,38226,d
3660,2,1,27537,e
3661,2,1,3297,e
3662,2,1,41674,a
3663,2,1,29994,a
3664,2,3,46988,c
3665,2,3,3945,c
3666,2,3,3966,c
3667,2,1,43807,a
3668,2,1,30062,a
3669,2,3,36287,d
3670,2,3,22073,c
3671,2,4,50841,b
3672,2,1,47823,e
3673,2,3,33394,c
3674,2,3,5425,c
3675,2,3,16508,c
3676,2,4,24866,b
3677,2,3,46043,d
3678,2,3,50507,d
3679,2,1,13757,e
3680,2,3,18067,c
3681,2,3,16962,c
3682,2,4,30891,b
3683,2,3,26514,c
3684,2,1,28776,a
3685,2,4,45960,b
3686,2,3,19701,d
3687,2,1,22730,a
3688,2,3,34569,d
3689,2,1,49499,a
3690,2,3,40448,d
3691,2,3,37614,d
3692,2,3,28492,d
3693,2,3,46334,c
3694,2,3,20433,d
3695,2,3,45516,c
3696,2,3,21306,c
3697,2,3,28683,d
3698,2,4,33583,b
3699,2,3,40172,d
3700,2,3,43201,c
3701,2,1,26930,e
3702,2,3,26992,d
3703,2,1,33143,a
3704,2,3,4455,d
3705,2,1,4450,a
3706,2,1,4906,a
3707,2,3,3568,d
3708,2,3,20055,c
3709,2,1,37582,a
3710,2,3,28937,c
3711,2,4,28268,b
3712,2,3,37680,d
3713,2,1,20391,e
3714,2,3,37244,d
3715,2,3,42268,d
3716,2,3,15389,c
3717,2,4,40727,b
3718,2,1,48847,a
3719,2,3,43258,c
3720,2,3,30501,d
3721,2,3,48785,d
3722,2,1,46485,e
3723,2,1,47448,e
3724,2,1,33265,a
3725,2,4,47362,b
3726,2,3,32067,c
3727,2,1,47670,a
3728,2,4,23280,b
3729,2,3,1941,c
3730,2,3,48901,c
3731,2,4,41552,b
3732,2,3,46070,c
3733,2,1,33148,a
3734,2,3,41382,d
3735,2,3,22236,c
3736,2,3,18344,d
3737,2,3,4269,d
3738,2,3,35677,c
3739,2,4,51709,b
3740,2,4,21379,b
3741,2,1,46171,a
3742,2,3,34949,c
3743,2,1,29037,a
3744,2,3,16241,d
3745,2,3,39546,d
3746,2,1,33636,a
3747,2,1,38357,e
3748,2,4,7392,b
3749,2,1,34900,e
3750,2,1,14080,e
3751,2,1,50644,e
3752,2,1,39762,a
3753,2,1,30531,a
3754,2,1,3550,a
3755,2,3,26003,d
3756,2,1,5310,e
3757,2,3,49560,c
3758,2,4,37720,b
3759,2,1,36256,a
3760,2,3,28788,d
3761,2,1,30504,a
3762,2,3,25785,d
3763,2,1,45132,a
3764,2,3,46456,d
3765,2,3,36413,c
3766,2,3,319,c
3767,2,3,32453,c
3768,2,3,31767,d
3769,2,4,51422,b
3770,2,4,36949,b
3771,2,3,47190,c
3772,2,3,27140,d
3773,2,3,21736,c
3774,2,3,50416,c
3775,2,3,15383,c
3776,2,3,36475,c
3777,2,3,1827,c
3778,2,1,49769,e
